name,rating,genre,score,director,writer,star,budget,Run,released
Head Office,PG-13,Comedy,5.4,Ken Finkleman,Ken Finkleman,Judge Reinhold,0.0,90.0,1986-01-03
Eleni,PG,Drama,7.0,Peter Yates,Nicholas Gage,Kate Nelligan,0.0,114.0,1985-12-21
Dreamchild,PG,Biography,6.8,Gavin Millar,Dennis Potter,Coral Browne,0.0,94.0,1985-10-04
Defense of the Realm,PG,Thriller,6.5,David Drury,Martin Stellman,Gabriel Byrne,0.0,96.0,1986-11-21
Bad Medicine,PG-13,Comedy,4.6,Harvey Miller,Steven Horowitz,Steve Guttenberg,0.0,98.0,1985-11-22
Wetherby,R,Drama,6.8,David Hare,David Hare,Vanessa Redgrave,0.0,102.0,1985-07-19
Compromising Positions,R,Comedy,5.9,Frank Perry,Susan Isaacs,Susan Sarandon,0.0,99.0,1985-08-30
Rainbow Brite and the Star Stealer,G,Animation,6.9,Bernard Deyriès,Jean Chalopin,Bettina Bush,0.0,85.0,1985-11-15
Alamo Bay,R,Action,6.0,Louis Malle,Alice Arlen,Amy Madigan,5000000.0,98.0,1985-04-03
Three Men and a Cradle,PG-13,Comedy,6.6,Coline Serreau,Coline Serreau,Roland Giraud,0.0,106.0,1986-04-25
In the Shadow of Kilimanjaro,R,Action,5.1,Raju Patel,T. Michael Harry,John Rhys-Davies,0.0,97.0,1986-05-09
Rappin',PG,Drama,4.1,Joel Silberg,Adam Friedman,Mario Van Peebles,2000000.0,92.0,1985-05-10
Bal na vodi,R,Drama,7.6,Jovan Acin,Jovan Acin,Gala Videnovic,0.0,112.0,1985-10-24
Certain Fury,R,Action,5.2,Stephen Gyllenhaal,Michael Jacobs,Tatum O'Neal,0.0,87.0,1985-03-01
Bliss,R,Comedy,6.9,Ray Lawrence,Ray Lawrence,Barry Otto,0.0,112.0,1986-02-21
Code Name: Emerald,PG,Action,5.9,Jonathan Sanger,Ronald Bass,Ed Harris,0.0,95.0,1985-09-27
Colonel Redl,R,Biography,7.5,István Szabó,István Szabó,Klaus Maria Brandauer,0.0,144.0,1985-10-04
Thunder Run,PG-13,Action,5.0,Gary Hudson,Charles Davis,Forrest Tucker,0.0,90.0,1986-05-30
Marie,PG-13,Biography,6.7,Roger Donaldson,Peter Maas,Sissy Spacek,0.0,112.0,1985-09-27
Movers & Shakers,PG,Comedy,4.2,William Asher,Charles Grodin,Walter Matthau,0.0,80.0,1988-03-31
La Cage aux Folles 3: The Wedding,PG-13,Comedy,4.7,Georges Lautner,Philippe Nicaud,Michel Serrault,0.0,87.0,1986-02-14
James Joyce's Women,R,Drama,6.1,Michael Pearce,Fionnula Flanagan,Fionnula Flanagan,0.0,88.0,1985-09-13
Turtle Diary,PG,Comedy,6.9,John Irvin,Russell Hoban,Glenda Jackson,0.0,97.0,1986-02-14
Maccheroni,PG,Comedy,6.4,Ettore Scola,Ruggero Maccari,Jack Lemmon,0.0,104.0,1985-10-24
My Man Adam,R,Comedy,5.3,Roger L. Simon,Renée Missel,Raphael Sbarge,0.0,83.0,1985-10-25
Sudden Death,R,Action,4.8,Sig Shore,Sig Shore,Denise Coward,0.0,90.0,1985-09-13
One Woman or Two,PG-13,Comedy,5.1,Daniel Vigne,Élisabeth Rappeneau,Gérard Depardieu,0.0,97.0,1987-02-20
Joshua Then and Now,R,Comedy,6.6,Ted Kotcheff,Mordecai Richler,James Woods,0.0,119.0,1985-09-20
On the Edge,PG-13,Drama,6.8,Rob Nilsson,Roy Kissin,Bruce Dern,0.0,95.0,1986-05-02
The Girl in the Picture,PG-13,Comedy,6.3,Cary Parker,Cary Parker,John Gordon Sinclair,0.0,84.0,1985-07-05
Here Come the Littles,G,Animation,6.9,Bernard Deyriès,Heywood Kling,Jimmy Keegan,0.0,72.0,1985-05-24
Came a Hot Friday,PG,Adventure,6.6,Ian Mune,Ronald Hugh Morrieson,Peter Bland,0.0,101.0,1985-10-04
Wuthering Heights,Not Rated,Drama,6.5,Jacques Rivette,Pascal Bonitzer,Fabienne Babe,0.0,130.0,1985-10-09
The Frog Prince,PG,Comedy,6.6,Brian Gilbert,Brian Gilbert,Jane Snowden,0.0,90.0,1986-02-21
Lune de miel,R,Thriller,4.6,Patrick Jamain,Robert Geoffrion,Nathalie Baye,0.0,98.0,1985-11-20
Tea in the Harem,0,Drama,6.9,Mehdi Charef,Mehdi Charef,Kader Boukhanef,0.0,110.0,1986-06-06
Mr. Love,PG-13,Comedy,6.4,Roy Battersby,Kenneth Eastaugh,Barry Jackson,0.0,91.0,1986-04-25
Death of an Angel,PG,Drama,5.4,Petru Popescu,Petru Popescu,Bonnie Bedelia,0.0,91.0,1986-03-07
Sincerely Charlotte,0,Drama,5.6,Caroline Huppert,Caroline Huppert,Isabelle Huppert,0.0,88.0,1986-07-18
Top Gun,PG,Action,6.9,Tony Scott,Jim Cash,Tom Cruise,15000000.0,110.0,1986-05-16
Aliens,R,Action,8.3,James Cameron,James Cameron,Sigourney Weaver,18500000.0,137.0,1986-07-18
Stand by Me,R,Adventure,8.1,Rob Reiner,Stephen King,Wil Wheaton,8000000.0,89.0,1986-08-22
Ferris Bueller's Day Off,PG-13,Comedy,7.8,John Hughes,John Hughes,Matthew Broderick,6000000.0,103.0,1986-06-11
Crocodile Dundee,PG-13,Action,6.6,Peter Faiman,Paul Hogan,Paul Hogan,8800000.0,97.0,1986-09-26
Labyrinth,PG,Adventure,7.4,Jim Henson,Dennis Lee,David Bowie,25000000.0,101.0,1986-06-27
Highlander,R,Action,7.1,Russell Mulcahy,Gregory Widen,Christopher Lambert,16000000.0,116.0,1986-03-07
Big Trouble in Little China,PG-13,Action,7.3,John Carpenter,Gary Goldman,Kurt Russell,25000000.0,99.0,1986-07-02
Pretty in Pink,PG-13,Comedy,6.8,Howard Deutch,John Hughes,Molly Ringwald,9000000.0,97.0,1986-02-28
Platoon,R,Drama,8.1,Oliver Stone,Oliver Stone,Charlie Sheen,6000000.0,120.0,1987-02-06
Blue Velvet,R,Drama,7.7,David Lynch,David Lynch,Isabella Rossellini,6000000.0,120.0,1986-10-23
Manhunter,R,Crime,7.2,Michael Mann,Thomas Harris,William Petersen,15000000.0,120.0,1986-08-15
Howard the Duck,PG,Action,4.7,Willard Huyck,Steve Gerber,Lea Thompson,37000000.0,110.0,1986-08-01
The Fly,R,Drama,7.6,David Cronenberg,George Langelaan,Jeff Goldblum,15000000.0,96.0,1986-08-15
Little Shop of Horrors,PG-13,Comedy,7.0,Frank Oz,Howard Ashman,Rick Moranis,25000000.0,94.0,1986-12-19
The Mosquito Coast,PG,Adventure,6.6,Peter Weir,Paul Theroux,Harrison Ford,25000000.0,117.0,1986-11-26
The Karate Kid Part II,PG,Action,6.1,John G. Avildsen,Robert Mark Kamen,Pat Morita,0.0,113.0,1986-06-20
River's Edge,R,Crime,7.0,Tim Hunter,Neal Jimenez,Crispin Glover,1900000.0,99.0,1987-05-08
9½ Weeks,R,Drama,6.0,Adrian Lyne,Elizabeth McNeill,Mickey Rourke,17000000.0,117.0,1986-02-21
The Golden Child,PG-13,Action,6.0,Michael Ritchie,Dennis Feldman,Eddie Murphy,25000000.0,94.0,1986-12-12
Star Trek IV: The Voyage Home,PG,Action,7.3,Leonard Nimoy,Gene Roddenberry,William Shatner,25000000.0,119.0,1986-11-26
Short Circuit,PG,Comedy,6.7,John Badham,S.S. Wilson,Ally Sheedy,15000000.0,98.0,1986-05-09
The Delta Force,R,Action,5.6,Menahem Golan,James Bruner,Chuck Norris,12000000.0,125.0,1986-02-14
The Name of the Rose,R,Crime,7.7,Jean-Jacques Annaud,Umberto Eco,Sean Connery,0.0,130.0,1986-09-24
The Wraith,PG-13,Action,6.0,Mike Marvin,Mike Marvin,Charlie Sheen,2700000.0,93.0,1986-11-21
The Color of Money,R,Drama,7.0,Martin Scorsese,Walter Tevis,Paul Newman,13800000.0,119.0,1986-10-17
Hoosiers,PG,Drama,7.5,David Anspaugh,Angelo Pizzo,Gene Hackman,6000000.0,114.0,1987-02-27
Heartbreak Ridge,R,Drama,6.9,Clint Eastwood,James Carabatsos,Clint Eastwood,15000000.0,130.0,1986-12-05
Flight of the Navigator,PG,Adventure,6.9,Randal Kleiser,Mark H. Baker,Joey Cramer,9000000.0,90.0,1986-08-01
Cobra,R,Action,5.8,George P. Cosmatos,Paula Gosling,Sylvester Stallone,25000000.0,87.0,1986-05-23
Peggy Sue Got Married,PG-13,Comedy,6.4,Francis Ford Coppola,Jerry Leichtling,Kathleen Turner,18000000.0,103.0,1986-10-10
The Mission,PG,Adventure,7.4,Roland Joffé,Robert Bolt,Robert De Niro,24500000.0,125.0,1986-10-31
Working Girls,Unrated,Drama,6.6,Lizzie Borden,Lizzie Borden,Louise Smith,0.0,93.0,1987-03-20
Youngblood,R,Drama,6.2,Peter Markle,Peter Markle,Rob Lowe,0.0,110.0,1986-01-31
Three Amigos!,PG,Comedy,6.5,John Landis,Steve Martin,Steve Martin,25000000.0,104.0,1986-12-12
Maximum Overdrive,R,Action,5.5,Stephen King,Stephen King,Emilio Estevez,10000000.0,98.0,1986-07-25
Lucas,PG-13,Comedy,6.9,David Seltzer,David Seltzer,Corey Haim,6000000.0,100.0,1986-03-28
Friday the 13th Part VI: Jason Lives,R,Horror,6.0,Tom McLoughlin,Tom McLoughlin,Thom Mathews,3000000.0,86.0,1986-08-01
The Money Pit,PG,Comedy,6.4,Richard Benjamin,David Giler,Tom Hanks,10000000.0,91.0,1986-03-26
Back to School,PG-13,Comedy,6.6,Alan Metter,Rodney Dangerfield,Rodney Dangerfield,11000000.0,96.0,1986-06-13
Betty Blue,Unrated,Drama,7.4,Jean-Jacques Beineix,Philippe Djian,Jean-Hugues Anglade,0.0,185.0,1986-11-07
About Last Night,R,Comedy,6.2,Edward Zwick,David Mamet,Rob Lowe,8500000.0,113.0,1986-07-02
Critters,PG-13,Comedy,6.1,Stephen Herek,Domonic Muir,Dee Wallace,2000000.0,86.0,1986-04-11
The Texas Chainsaw Massacre 2,Unrated,Comedy,5.6,Tobe Hooper,L.M. Kit Carson,Dennis Hopper,4700000.0,101.0,1986-08-22
Iron Eagle,PG-13,Action,5.5,Sidney J. Furie,Kevin Alyn Elders,Louis Gossett Jr.,0.0,117.0,1986-01-17
One Crazy Summer,PG,Comedy,6.4,Savage Steve Holland,Savage Steve Holland,John Cusack,0.0,93.0,1986-08-08
From Beyond,R,Horror,6.7,Stuart Gordon,H.P. Lovecraft,Jeffrey Combs,4500000.0,85.0,1986-10-24
Sid and Nancy,R,Biography,7.0,Alex Cox,Alex Cox,Gary Oldman,4000000.0,112.0,1986-11-07
Henry: Portrait of a Serial Killer,Unrated,Biography,7.0,John McNaughton,Richard Fire,Michael Rooker,111000.0,83.0,1990-09-07
Mona Lisa,R,Crime,7.3,Neil Jordan,Neil Jordan,Bob Hoskins,0.0,104.0,1986-06-13
Police Academy 3: Back in Training,PG,Comedy,5.4,Jerry Paris,Neal Israel,Steve Guttenberg,0.0,83.0,1986-03-21
Night of the Creeps,R,Comedy,6.8,Fred Dekker,Fred Dekker,Jason Lively,5000000.0,88.0,1986-08-22
The Sacrifice,PG,Drama,8.1,Andrei Tarkovsky,Andrei Tarkovsky,Erland Josephson,0.0,149.0,1986-05-09
The Hitcher,R,Action,7.2,Robert Harmon,Eric Red,Rutger Hauer,6000000.0,97.0,1986-02-21
Rad,PG,Drama,6.9,Hal Needham,Sam Bernard,Bart Conner,0.0,91.0,1986-03-28
An American Tail,G,Animation,6.9,Don Bluth,Judy Freudberg,Dom DeLuise,0.0,80.0,1986-11-21
SpaceCamp,PG,Adventure,5.7,Harry Winer,Clifford Green,Kate Capshaw,18000000.0,107.0,1986-06-06
Raw Deal,R,Action,5.6,John Irvin,Luciano Vincenzoni,Arnold Schwarzenegger,8500000.0,106.0,1986-06-06
Hannah and Her Sisters,PG-13,Comedy,7.9,Woody Allen,Woody Allen,Mia Farrow,6400000.0,107.0,1986-03-14
The Great Mouse Detective,G,Animation,7.2,Directors,Peter Young,Vincent Price,14000000.0,74.0,1986-07-02
Ruthless People,R,Comedy,6.9,Jim Abrahams,Dale Launer,Bette Midler,13000000.0,93.0,1986-06-27
The Transformers: the Movie,PG,Animation,7.3,Nelson Shin,Ron Friedman,Orson Welles,6000000.0,84.0,1986-08-08
Wildcats,R,Comedy,6.1,Michael Ritchie,Ezra Sacks,Goldie Hawn,0.0,106.0,1986-02-14
Troll,PG-13,Comedy,4.5,John Carl Buechler,John Carl Buechler,Michael Moriarty,1100000.0,82.0,1986-01-17
At Close Range,R,Crime,7.0,James Foley,Elliott Lewitt,Sean Penn,6500000.0,111.0,1986-04-18
The Boy Who Could Fly,PG,Drama,6.5,Nick Castle,Nick Castle,Lucy Deakins,0.0,114.0,1986-08-15
Something Wild,R,Comedy,6.9,Jonathan Demme,E. Max Frye,Jeff Daniels,7000000.0,114.0,1986-11-07
Heartburn,R,Comedy,6.1,Mike Nichols,Nora Ephron,Meryl Streep,20000000.0,108.0,1986-07-25
Crossroads,R,Drama,7.1,Walter Hill,John Fusco,Ralph Macchio,0.0,99.0,1986-03-14
The Clan of the Cave Bear,R,Adventure,5.4,Michael Chapman,Jean M. Auel,Daryl Hannah,15000000.0,98.0,1986-01-17
She's Gotta Have It,R,Comedy,6.8,Spike Lee,Spike Lee,Tracy Camilla Johns,175000.0,84.0,1986-08-08
Running Scared,R,Action,6.5,Peter Hyams,Gary DeVore,Gregory Hines,0.0,107.0,1986-06-27
8 Million Ways to Die,R,Action,5.8,Hal Ashby,Lawrence Block,Jeff Bridges,18000000.0,115.0,1986-04-25
Soul Man,PG-13,Comedy,5.3,Steve Miner,Carol Black,C. Thomas Howell,0.0,104.0,1986-10-24
Down by Law,R,Comedy,7.7,Jim Jarmusch,Jim Jarmusch,Tom Waits,1100000.0,107.0,1986-09-25
Poltergeist II: the Other Side,PG-13,Horror,5.7,Brian Gibson,Mark Victor,JoBeth Williams,19000000.0,91.0,1986-05-23
Bad Blood,Unrated,Crime,7.3,Leos Carax,Leos Carax,Michel Piccoli,0.0,105.0,1986-11-26
Psycho III,R,Horror,5.4,Anthony Perkins,Charles Edward Pogue,Anthony Perkins,0.0,93.0,1986-07-02
Allan Quatermain and the Lost City of Gold,PG,Action,4.6,Gary Nelson,H. Rider Haggard,Richard Chamberlain,13000000.0,99.0,1987-01-30
The Adventures of Milo and Otis,G,Adventure,7.0,Masanori Hata,Masanori Hata,Kyôko Koizumi,0.0,76.0,1989-08-25
Caravaggio,0,Biography,6.6,Derek Jarman,Derek Jarman,Noam Almaz,0.0,93.0,1986-08-29
Children of a Lesser God,R,Drama,7.2,Randa Haines,Mark Medoff,William Hurt,10500000.0,119.0,1986-10-31
Invaders from Mars,PG,Horror,5.6,Tobe Hooper,Richard Blake,Karen Black,12000000.0,100.0,1986-06-06
Matador,NC-17,Drama,7.0,Pedro Almodóvar,Pedro Almodóvar,Assumpta Serna,0.0,110.0,1986-03-07
Down and Out in Beverly Hills,R,Comedy,6.2,Paul Mazursky,René Fauchois,Nick Nolte,14000000.0,103.0,1986-01-31
April Fool's Day,R,Horror,6.2,Fred Walton,Danilo Bach,Deborah Foreman,5000000.0,89.0,1986-03-28
The Big Easy,R,Comedy,6.5,Jim McBride,Daniel Petrie Jr.,Dennis Quaid,8500000.0,102.0,1987-08-21
Pirates,PG-13,Action,6.1,Roman Polanski,John Brownjohn,Walter Matthau,40000000.0,121.0,1986-07-18
No Mercy,R,Crime,5.7,Richard Pearce,James Carabatsos,Richard Gere,14000000.0,106.0,1986-12-19
Lady Jane,PG-13,Biography,7.1,Trevor Nunn,Chris Bryant,Helena Bonham Carter,8500000.0,136.0,1986-02-07
Club Paradise,PG-13,Comedy,5.1,Harold Ramis,Harry Shearer,Robin Williams,15000000.0,96.0,1986-07-11
Manon of the Spring,PG,Drama,8.0,Claude Berri,Claude Berri,Yves Montand,0.0,113.0,1987-12-04
Gothic,R,Drama,5.7,Ken Russell,Stephen Volk,Gabriel Byrne,0.0,87.0,1987-04-10
Armed and Dangerous,PG-13,Action,5.7,Mark L. Lester,Brian Grazer,John Candy,12000000.0,88.0,1986-08-15
F/X,R,Action,6.7,Robert Mandel,Robert T. Megginson,Bryan Brown,10000000.0,109.0,1986-02-07
King Kong Lives,PG-13,Action,3.9,John Guillermin,Ronald Shusett,Brian Kerwin,10000000.0,105.0,1986-12-19
Castaway,R,Adventure,5.8,Nicolas Roeg,Lucy Irvine,Oliver Reed,0.0,117.0,1987-09-11
Wise Guys,R,Comedy,5.7,Brian De Palma,George Gallo,Danny DeVito,13000000.0,100.0,1986-04-18
Solarbabies,PG-13,Action,4.8,Alan Johnson,Walon Green,Richard Jordan,25000000.0,94.0,1986-11-26
The Manhattan Project,PG-13,Sci-Fi,6.2,Marshall Brickman,Marshall Brickman,John Lithgow,18000000.0,117.0,1986-06-13
Trick or Treat,R,Comedy,5.8,Charles Martin Smith,Rhet Topham,Marc Price,0.0,98.0,1986-10-24
Body Slam,PG,Comedy,5.2,Hal Needham,Shel Lytton,Dirk Benedict,0.0,92.0,1987-05-21
Jumpin' Jack Flash,R,Comedy,5.9,Penny Marshall,David Franzoni,Whoopi Goldberg,0.0,105.0,1986-10-10
Fire with Fire,PG-13,Drama,6.5,Duncan Gibbins,Bill Phillips,Craig Sheffer,0.0,103.0,1986-05-09
Gung Ho,PG-13,Comedy,6.3,Ron Howard,Edwin Blum,Michael Keaton,18000000.0,111.0,1986-03-14
True Stories,PG,Comedy,7.2,David Byrne,Stephen Tobolowsky,David Byrne,0.0,89.0,1986-10-10
When the Wind Blows,Not Rated,Animation,7.7,Jimmy T. Murakami,Raymond Briggs,Peggy Ashcroft,0.0,84.0,1988-03-11
Murphy's Law,R,Action,6.0,J. Lee Thompson,Gail Morgan Hickman,Charles Bronson,6000000.0,100.0,1986-04-18
Deadly Friend,R,Drama,5.6,Wes Craven,Diana Henstell,Matthew Labyorteaux,0.0,91.0,1986-10-10
Jean de Florette,PG,Comedy,8.0,Claude Berri,Claude Berri,Yves Montand,0.0,120.0,1987-08-28
Reform School Girls,R,Crime,5.4,Tom DeSimone,Tom DeSimone,Linda Carol,0.0,94.0,1986-08-22
Band of the Hand,R,Action,6.2,Paul Michael Glaser,Leo Garen,Stephen Lang,8700000.0,109.0,1986-04-11
Vamp,R,Comedy,5.9,Richard Wenk,Donald P. Borchers,Chris Makepeace,3300000.0,93.0,1986-07-18
Nothing in Common,PG,Comedy,5.9,Garry Marshall,Garry Marshall,Tom Hanks,0.0,118.0,1986-07-30
TerrorVision,R,Comedy,5.7,Ted Nicolaou,Ted Nicolaou,Diane Franklin,0.0,85.0,1986-02-14
Quicksilver,PG,Crime,5.7,Thomas Michael Donnelly,Thomas Michael Donnelly,Kevin Bacon,0.0,105.0,1986-02-14
